date,home_team,away_team,home_score,away_score,tournament,city,country,neutral
08/06/18,Poland,Chile,2,2,Friendly,Poznań,Poland,FALSE
08/06/18,Taiwan,Kenya,0,4,Intercontinental Cup,Mumbai,India,TRUE
08/06/18,South Africa,Botswana,3,0,COSAFA Cup,Polokwane,South Africa,FALSE
08/06/18,Madagascar,Lesotho,0,1,COSAFA Cup,Polokwane,South Africa,TRUE
09/06/18,Zambia,Zimbabwe,2,4,COSAFA Cup,Polokwane,South Africa,TRUE
09/06/18,Serbia,Bolivia,5,1,Friendly,Graz,Austria,TRUE
09/06/18,Denmark,Mexico,2,0,Friendly,Brøndby,Denmark,FALSE
09/06/18,Sweden,Peru,0,0,Friendly,Gothenburg,Sweden,FALSE
09/06/18,Hungary,Australia,1,2,Friendly,Budapest,Hungary,FALSE
09/06/18,Estonia,Morocco,1,3,Friendly,Tallinn,Estonia,FALSE
09/06/18,Latvia,Azerbaijan,1,3,Friendly,Riga,Latvia,FALSE
09/06/18,Finland,Belarus,2,0,Friendly,Tampere,Finland,FALSE
09/06/18,Tunisia,Spain,0,1,Friendly,Krasnodar,Russia,TRUE
09/06/18,France,United States,1,1,Friendly,Lyon,France,FALSE
09/06/18,Matabeleland,Tamil Eelam,1,0,CONIFA World Football Cup,Aveley,England,TRUE
09/06/18,Tibet,United Koreans in Japan,1,1,CONIFA World Football Cup,Rotherhithe,England,TRUE
09/06/18,Kabylia,Abkhazia,0,2,CONIFA World Football Cup,Aveley,England,TRUE
09/06/18,Barawa,Western Armenia,0,7,CONIFA World Football Cup,Haringey,England,FALSE
09/06/18,Panjab,Cascadia,3,3,CONIFA World Football Cup,Rotherhithe,England,TRUE
09/06/18,Padania,Székely Land,0,0,CONIFA World Football Cup,Enfield,England,TRUE
09/06/18,Northern Cyprus,Kárpátalja,0,0,CONIFA World Football Cup,Enfield,England,TRUE
10/06/18,Austria,Brazil,0,3,Friendly,Vienna,Austria,FALSE
10/06/18,India,Kenya,2,0,Intercontinental Cup,Mumbai,India,FALSE
11/06/18,South Korea,Senegal,0,2,Friendly,Grödig,Austria,TRUE
11/06/18,Belgium,Costa Rica,4,1,Friendly,Brussels,Belgium,FALSE
12/06/18,Japan,Paraguay,4,2,Friendly,Innsbruck,Austria,TRUE
12/06/18,Poland,Lithuania,4,0,Friendly,Warsaw,Poland,FALSE
14/06/18,Russia,Saudi Arabia,5,0,FIFA World Cup,Moscow,Russia,FALSE
15/06/18,Egypt,Uruguay,0,1,FIFA World Cup,Ekaterinburg,Russia,TRUE
15/06/18,Morocco,Iran,0,1,FIFA World Cup,Saint Petersburg,Russia,TRUE
15/06/18,Portugal,Spain,3,3,FIFA World Cup,Sochi,Russia,TRUE
16/06/18,France,Australia,2,1,FIFA World Cup,Kazan,Russia,TRUE
16/06/18,Argentina,Iceland,1,1,FIFA World Cup,Moscow,Russia,TRUE
16/06/18,Peru,Denmark,0,1,FIFA World Cup,Saransk,Russia,TRUE
16/06/18,Croatia,Nigeria,2,0,FIFA World Cup,Kaliningrad,Russia,TRUE
17/06/18,Costa Rica,Serbia,0,1,FIFA World Cup,Samara,Russia,TRUE
17/06/18,Germany,Mexico,0,1,FIFA World Cup,Moscow,Russia,TRUE
17/06/18,Brazil,Switzerland,1,1,FIFA World Cup,Rostov-on-Don,Russia,TRUE
18/06/18,Sweden,South Korea,1,0,FIFA World Cup,Nizhny Novgorod,Russia,TRUE
18/06/18,Belgium,Panama,3,0,FIFA World Cup,Sochi,Russia,TRUE
18/06/18,Tunisia,England,1,2,FIFA World Cup,Volgograd,Russia,TRUE
19/06/18,Colombia,Japan,1,2,FIFA World Cup,Saransk,Russia,TRUE
19/06/18,Poland,Senegal,1,2,FIFA World Cup,Moscow,Russia,TRUE
19/06/18,Russia,Egypt,3,1,FIFA World Cup,Saint Petersburg,Russia,FALSE
20/06/18,Portugal,Morocco,1,0,FIFA World Cup,Moscow,Russia,TRUE
20/06/18,Uruguay,Saudi Arabia,1,0,FIFA World Cup,Rostov-on-Don,Russia,TRUE
20/06/18,Iran,Spain,0,1,FIFA World Cup,Kazan,Russia,TRUE
21/06/18,Denmark,Australia,1,1,FIFA World Cup,Samara,Russia,TRUE
21/06/18,France,Peru,1,0,FIFA World Cup,Ekaterinburg,Russia,TRUE
21/06/18,Argentina,Croatia,0,3,FIFA World Cup,Nizhny Novgorod,Russia,TRUE
22/06/18,Brazil,Costa Rica,2,0,FIFA World Cup,Saint Petersburg,Russia,TRUE
22/06/18,Nigeria,Iceland,2,0,FIFA World Cup,Volgograd,Russia,TRUE
22/06/18,Serbia,Switzerland,1,2,FIFA World Cup,Kaliningrad,Russia,TRUE
23/06/18,Belgium,Tunisia,5,2,FIFA World Cup,Moscow,Russia,TRUE
23/06/18,South Korea,Mexico,1,2,FIFA World Cup,Rostov-on-Don,Russia,TRUE
23/06/18,Germany,Sweden,2,1,FIFA World Cup,Sochi,Russia,TRUE
24/06/18,England,Panama,6,1,FIFA World Cup,Nizhny Novgorod,Russia,TRUE
24/06/18,Japan,Senegal,2,2,FIFA World Cup,Ekaterinburg,Russia,TRUE
24/06/18,Poland,Colombia,0,3,FIFA World Cup,Kazan,Russia,TRUE
25/06/18,Russia,Uruguay,0,3,FIFA World Cup,Samara,Russia,FALSE
25/06/18,Saudi Arabia,Egypt,2,1,FIFA World Cup,Volgograd,Russia,TRUE
25/06/18,Spain,Morocco,2,2,FIFA World Cup,Kaliningrad,Russia,TRUE
25/06/18,Iran,Portugal,1,1,FIFA World Cup,Saransk,Russia,TRUE
26/06/18,Australia,Peru,0,2,FIFA World Cup,Sochi,Russia,TRUE
26/06/18,Denmark,France,0,0,FIFA World Cup,Moscow,Russia,TRUE
26/06/18,Nigeria,Argentina,1,2,FIFA World Cup,Saint Petersburg,Russia,TRUE
26/06/18,Iceland,Croatia,1,2,FIFA World Cup,Rostov-on-Don,Russia,TRUE
27/06/18,South Korea,Germany,2,0,FIFA World Cup,Kazan,Russia,TRUE
27/06/18,Mexico,Sweden,0,3,FIFA World Cup,Ekaterinburg,Russia,TRUE
27/06/18,Serbia,Brazil,0,2,FIFA World Cup,Moscow,Russia,TRUE
27/06/18,Switzerland,Costa Rica,2,2,FIFA World Cup,Nizhny Novgorod,Russia,TRUE
28/06/18,Japan,Poland,0,1,FIFA World Cup,Volgograd,Russia,TRUE
28/06/18,Senegal,Colombia,0,1,FIFA World Cup,Samara,Russia,TRUE
28/06/18,Panama,Tunisia,1,2,FIFA World Cup,Saransk,Russia,TRUE
28/06/18,England,Belgium,0,1,FIFA World Cup,Kaliningrad,Russia,TRUE
30/06/18,France,Argentina,4,3,FIFA World Cup,Kazan,Russia,TRUE
30/06/18,Uruguay,Portugal,2,1,FIFA World Cup,Sochi,Russia,TRUE
01/07/18,Russia,Spain,1,1,FIFA World Cup,Moscow,Russia,FALSE
01/07/18,Croatia,Denmark,1,1,FIFA World Cup,Nizhny Novgorod,Russia,TRUE
02/07/18,Brazil,Mexico,2,0,FIFA World Cup,Samara,Russia,TRUE
02/07/18,Belgium,Japan,3,2,FIFA World Cup,Rostov-on-Don,Russia,TRUE
03/07/18,Sweden,Switzerland,1,0,FIFA World Cup,Saint Petersburg,Russia,TRUE
03/07/18,Colombia,England,1,1,FIFA World Cup,Moscow,Russia,TRUE
05/07/18,Malaysia,Fiji,1,0,Friendly,Kuala Lumpur,Malaysia,FALSE
06/07/18,Uruguay,France,0,2,FIFA World Cup,Nizhny Novgorod,Russia,TRUE
06/07/18,Brazil,Belgium,1,2,FIFA World Cup,Kazan,Russia,TRUE
07/07/18,Sweden,England,0,2,FIFA World Cup,Samara,Russia,TRUE
07/07/18,Russia,Croatia,2,2,FIFA World Cup,Sochi,Russia,FALSE
10/07/18,France,Belgium,1,0,FIFA World Cup,Saint Petersburg,Russia,TRUE
11/07/18,Croatia,England,2,1,FIFA World Cup,Moscow,Russia,TRUE
14/07/18,Belgium,England,2,0,FIFA World Cup,Saint Petersburg,Russia,TRUE
15/07/18,France,Croatia,4,2,FIFA World Cup,Moscow,Russia,TRUE
22/07/18,Liberia,Sierra Leone,0,0,Friendly,Monrovia,Liberia,FALSE
27/07/18,Saint Barthélemy,Anguilla,1,2,Friendly,Saint-Jean,Saint Barthélemy,FALSE
28/07/18,Saint Barthélemy,British Virgin Islands,3,4,Friendly,Saint-Jean,Saint Barthélemy,FALSE
04/08/18,Belize,Barbados,1,0,Friendly,San Pedro,Belize,FALSE
04/08/18,Palestine,Iraq,0,3,Friendly,Al-Ram,Palestine,FALSE
15/08/18,Guatemala,Cuba,3,0,Friendly,Guatemala City,Guatemala,FALSE
18/08/18,Andorra,United Arab Emirates,0,0,Friendly,Grödig,Austria,TRUE
18/08/18,Grenada,Jamaica,1,5,Friendly,St. George's,Grenada,FALSE
18/08/18,Guatemala,Cuba,1,0,Friendly,Quetzaltenango,Guatemala,FALSE
20/08/18,Barbados,Jamaica,2,2,Friendly,Bridgetown,Barbados,FALSE
22/08/18,Sint Maarten,Anguilla,1,1,Friendly,Philipsburg,Sint Maarten,FALSE
25/08/18,Anguilla,Saint Martin,1,2,Friendly,The Valley,Anguilla,FALSE
26/08/18,Barbados,Cuba,0,0,Friendly,Bridgetown,Barbados,FALSE
29/08/18,Bangladesh,Sri Lanka,0,1,Friendly,Nilphamari Sadar,Bangladesh,FALSE
29/08/18,Barbados,Cuba,0,2,Friendly,Bridgetown,Barbados,FALSE
29/08/18,Macau,Solomon Islands,1,4,Friendly,Taipa,Macau,FALSE
01/09/18,Timor-Leste,Brunei,3,1,AFF Championship qualification,Kuala Lumpur,Malaysia,TRUE
02/09/18,Ethiopia,Burundi,1,1,Friendly,Hawassa,Ethiopia,FALSE
02/09/18,Guam,Northern Mariana Islands,4,0,EAFF Championship,Ulaanbaatar,Mongolia,TRUE
02/09/18,Mongolia,Macau,4,1,EAFF Championship,Ulaanbaatar,Mongolia,FALSE
04/09/18,Macau,Guam,2,0,EAFF Championship,Ulaanbaatar,Mongolia,TRUE
04/09/18,Mongolia,Northern Mariana Islands,9,0,EAFF Championship,Ulaanbaatar,Mongolia,FALSE
04/09/18,Nepal,Pakistan,1,2,SAFF Cup,Dhaka,Bangladesh,TRUE
04/09/18,Bangladesh,Bhutan,2,0,SAFF Cup,Dhaka,Bangladesh,FALSE
05/09/18,Fiji,Solomon Islands,1,1,Friendly,Suva,Fiji,FALSE
05/09/18,Slovakia,Denmark,3,0,Friendly,Trnava,Slovakia,FALSE
05/09/18,India,Sri Lanka,2,0,SAFF Cup,Dhaka,Bangladesh,TRUE
06/09/18,Germany,France,0,0,UEFA Nations League,Munich,Germany,FALSE
06/09/18,Czech Republic,Ukraine,1,2,UEFA Nations League,Uherské Hradiště,Czech Republic,FALSE
06/09/18,Wales,Republic of Ireland,4,1,UEFA Nations League,Cardiff,Wales,FALSE
06/09/18,Norway,Cyprus,2,0,UEFA Nations League,Oslo,Norway,FALSE
06/09/18,Slovenia,Bulgaria,1,2,UEFA Nations League,Ljubljana,Slovenia,FALSE
06/09/18,Kazakhstan,Georgia,0,2,UEFA Nations League,Astana,Kazakhstan,FALSE
06/09/18,Latvia,Andorra,0,0,UEFA Nations League,Riga,Latvia,FALSE
06/09/18,Armenia,Liechtenstein,2,1,UEFA Nations League,Yerevan,Armenia,FALSE
06/09/18,Gibraltar,North Macedonia,0,2,UEFA Nations League,Gibraltar,Gibraltar,FALSE
06/09/18,Austria,Sweden,2,0,Friendly,Vienna,Austria,FALSE
06/09/18,Bahrain,Philippines,1,1,Friendly,East Riffa,Bahrain,FALSE
06/09/18,Jordan,Lebanon,0,1,Friendly,Amman,Jordan,FALSE
06/09/18,Kyrgyzstan,Palestine,1,1,Friendly,Bishkek,Kyrgyzstan,FALSE
06/09/18,Netherlands,Peru,2,1,Friendly,Amsterdam,Netherlands,FALSE
06/09/18,Portugal,Croatia,1,1,Friendly,Faro-Loulé,Portugal,FALSE
06/09/18,Trinidad and Tobago,United Arab Emirates,2,0,Friendly,Llagostera,Trinidad and Tobago,FALSE
06/09/18,Uzbekistan,Syria,1,1,Friendly,Tashkent,Uzbekistan,FALSE
06/09/18,Northern Mariana Islands,Macau,1,1,EAFF Championship,Ulaanbaatar,Mongolia,TRUE
06/09/18,Mongolia,Guam,1,1,EAFF Championship,Ulaanbaatar,Mongolia,FALSE
06/09/18,Nepal,Bhutan,4,0,SAFF Cup,Dhaka,Bangladesh,TRUE
06/09/18,Bangladesh,Pakistan,1,0,SAFF Cup,Dhaka,Bangladesh,FALSE
06/09/18,Dominica,Suriname,0,0,CONCACAF Nations League qualification,Les Abymes,Guadeloupe,TRUE
06/09/18,Guyana,Barbados,3,0,CONCACAF Nations League qualification,Leonora,Guyana,FALSE
07/09/18,Italy,Poland,1,1,UEFA Nations League,Bologna,Italy,FALSE
07/09/18,Turkey,Russia,1,2,UEFA Nations League,Trabzon,Turkey,FALSE
07/09/18,Albania,Israel,1,0,UEFA Nations League,Elbasan,Albania,FALSE
07/09/18,Lithuania,Serbia,0,1,UEFA Nations League,Vilnius,Lithuania,FALSE
07/09/18,Romania,Montenegro,0,0,UEFA Nations League,Ploiești,Romania,FALSE
07/09/18,Faroe Islands,Malta,3,1,UEFA Nations League,Tórshavn,Faroe Islands,FALSE
07/09/18,Azerbaijan,Kosovo,0,0,UEFA Nations League,Baku,Azerbaijan,FALSE
07/09/18,Argentina,Guatemala,3,0,Friendly,Los Angeles,United States,TRUE
07/09/18,Taiwan,Malaysia,2,0,Friendly,Taipei,Taiwan,FALSE
07/09/18,Ecuador,Jamaica,2,0,Friendly,Harrison,United States,TRUE
07/09/18,South Korea,Costa Rica,2,0,Friendly,Goyang,South Korea,FALSE
07/09/18,Mexico,Uruguay,1,4,Friendly,Houston,United States,TRUE
07/09/18,Qatar,China PR,1,0,Friendly,Doha,Qatar,FALSE
07/09/18,Scotland,Belgium,0,4,Friendly,Glasgow,Scotland,FALSE
07/09/18,Singapore,Mauritius,1,1,Friendly,Bishan,Singapore,FALSE
07/09/18,United States,Brazil,0,2,Friendly,East Rutherford,United States,FALSE
07/09/18,Venezuela,Colombia,1,2,Friendly,Miami Gardens,United States,TRUE
07/09/18,Maldives,Sri Lanka,0,0,SAFF Cup,Dhaka,Bangladesh,TRUE
07/09/18,Anguilla,French Guiana,0,5,CONCACAF Nations League qualification,The Valley,Anguilla,FALSE
07/09/18,Antigua and Barbuda,Saint Lucia,0,3,CONCACAF Nations League qualification,North Sound,Antigua and Barbuda,FALSE
07/09/18,Belize,Bahamas,4,0,CONCACAF Nations League qualification,Belmopan,Belize,FALSE
08/09/18,Switzerland,Iceland,6,0,UEFA Nations League,St. Gallen,Switzerland,FALSE
08/09/18,England,Spain,1,2,UEFA Nations League,London,England,FALSE
08/09/18,Northern Ireland,Bosnia and Herzegovina,1,2,UEFA Nations League,Belfast,Northern Ireland,FALSE
08/09/18,Finland,Hungary,1,0,UEFA Nations League,Tampere,Finland,FALSE
08/09/18,Estonia,Greece,0,1,UEFA Nations League,Tallinn,Estonia,FALSE
08/09/18,Belarus,San Marino,5,0,UEFA Nations League,Minsk,Belarus,FALSE
08/09/18,Luxembourg,Moldova,4,0,UEFA Nations League,Luxembourg,Luxembourg,FALSE
08/09/18,Brunei,Timor-Leste,1,0,AFF Championship qualification,Bandar Seri Begawan,Brunei,FALSE
08/09/18,Equatorial Guinea,Sudan,1,0,African Cup of Nations qualification,Bata,Equatorial Guinea,FALSE
08/09/18,Comoros,Cameroon,1,1,African Cup of Nations qualification,Mitsamiouli,Comoros,FALSE
08/09/18,Gabon,Burundi,1,1,African Cup of Nations qualification,Libreville,Gabon,FALSE
08/09/18,Gambia,Algeria,1,1,African Cup of Nations qualification,Bakau,Gambia,FALSE
08/09/18,South Africa,Libya,0,0,African Cup of Nations qualification,Durban,South Africa,FALSE
08/09/18,Mauritania,Burkina Faso,2,0,African Cup of Nations qualification,Nouakchott,Mauritania,FALSE
08/09/18,Egypt,Niger,6,0,African Cup of Nations qualification,Alexandria,Egypt,FALSE
08/09/18,Namibia,Zambia,1,1,African Cup of Nations qualification,Windhoek,Namibia,FALSE
08/09/18,Uganda,Tanzania,0,0,African Cup of Nations qualification,Kira,Uganda,FALSE
08/09/18,Pakistan,Bhutan,3,0,SAFF Cup,Dhaka,Bangladesh,TRUE
08/09/18,Bangladesh,Nepal,0,2,SAFF Cup,Dhaka,Bangladesh,FALSE
08/09/18,Saint Vincent and the Grenadines,Nicaragua,0,2,CONCACAF Nations League qualification,Kingstown,Saint Vincent and the Grenadines,FALSE
08/09/18,Cuba,Turks and Caicos Islands,11,0,CONCACAF Nations League qualification,Havana,Cuba,FALSE
08/09/18,Montserrat,El Salvador,1,2,CONCACAF Nations League qualification,Lookout,Montserrat,FALSE
08/09/18,Morocco,Malawi,3,0,African Cup of Nations qualification,Casablanca,Morocco,FALSE
08/09/18,Seychelles,Nigeria,0,3,African Cup of Nations qualification,Victoria,Seychelles,FALSE
08/09/18,Kenya,Ghana,1,0,African Cup of Nations qualification,Nairobi,Kenya,FALSE
08/09/18,Mozambique,Guinea-Bissau,2,2,African Cup of Nations qualification,Maputo,Mozambique,FALSE
09/09/18,France,Netherlands,2,1,UEFA Nations League,Paris,France,FALSE
09/09/18,Ukraine,Slovakia,1,0,UEFA Nations League,Lviv,Ukraine,FALSE
09/09/18,Denmark,Wales,2,0,UEFA Nations League,Aarhus,Denmark,FALSE
09/09/18,Bulgaria,Norway,1,0,UEFA Nations League,Sofia,Bulgaria,FALSE
09/09/18,Cyprus,Slovenia,2,1,UEFA Nations League,Nicosia,Cyprus,FALSE
09/09/18,Georgia,Latvia,1,0,UEFA Nations League,Tbilisi,Georgia,FALSE
09/09/18,North Macedonia,Armenia,2,0,UEFA Nations League,Skopje,North Macedonia,FALSE
09/09/18,Liechtenstein,Gibraltar,2,0,UEFA Nations League,Vaduz,Liechtenstein,FALSE
09/09/18,Germany,Peru,2,1,Friendly,Sinsheim,Germany,FALSE
09/09/18,Lebanon,Oman,0,0,Friendly,Amman,Jordan,TRUE
09/09/18,Congo,Zimbabwe,1,1,African Cup of Nations qualification,Brazzaville,Congo,FALSE
09/09/18,Rwanda,Ivory Coast,1,2,African Cup of Nations qualification,Kigali,Rwanda,FALSE
09/09/18,India,Maldives,2,0,SAFF Cup,Dhaka,Bangladesh,TRUE
09/09/18,Bonaire,Dominican Republic,0,5,CONCACAF Nations League qualification,Willemstad,Curaçao,TRUE
09/09/18,United States Virgin Islands,Canada,0,8,CONCACAF Nations League qualification,Bradenton,United States,TRUE
09/09/18,Aruba,Bermuda,3,1,CONCACAF Nations League qualification,Willemstad,Curaçao,TRUE
09/09/18,Jamaica,Cayman Islands,4,0,CONCACAF Nations League qualification,Kingston,Jamaica,FALSE
09/09/18,Saint Kitts and Nevis,Puerto Rico,1,0,CONCACAF Nations League qualification,Basseterre,Saint Kitts and Nevis,FALSE
09/09/18,Madagascar,Senegal,2,2,African Cup of Nations qualification,Antananarivo,Madagascar,FALSE
09/09/18,South Sudan,Mali,0,3,African Cup of Nations qualification,Juba,South Sudan,FALSE
09/09/18,Togo,Benin,0,0,African Cup of Nations qualification,Lomé,Togo,FALSE
09/09/18,Guinea,Central African Republic,1,0,African Cup of Nations qualification,Conakry,Guinea,FALSE
09/09/18,Angola,Botswana,1,0,African Cup of Nations qualification,Luanda,Angola,FALSE
09/09/18,Eswatini,Tunisia,0,2,African Cup of Nations qualification,Manzini,Eswatini,FALSE
09/09/18,Lesotho,Cape Verde,1,1,African Cup of Nations qualification,Maseru,Lesotho,FALSE
09/09/18,Liberia,DR Congo,1,1,African Cup of Nations qualification,Monrovia,Liberia,FALSE
10/09/18,Portugal,Italy,1,0,UEFA Nations League,Lisbon,Portugal,FALSE
10/09/18,Sweden,Turkey,2,3,UEFA Nations League,Stockholm,Sweden,FALSE
10/09/18,Scotland,Albania,2,0,UEFA Nations League,Glasgow,Scotland,FALSE
10/09/18,Montenegro,Lithuania,2,0,UEFA Nations League,Podgorica,Montenegro,FALSE
10/09/18,Serbia,Romania,2,2,UEFA Nations League,Belgrade,Serbia,FALSE
10/09/18,Andorra,Kazakhstan,1,1,UEFA Nations League,Andorra la Vella,Andorra,FALSE
10/09/18,Kosovo,Faroe Islands,2,0,UEFA Nations League,Pristina,Kosovo,FALSE
10/09/18,Malta,Azerbaijan,1,1,UEFA Nations League,Attard,Malta,FALSE
10/09/18,Bahrain,China PR,0,0,Friendly,East Riffa,Bahrain,FALSE
10/09/18,Cambodia,Malaysia,1,3,Friendly,Phnom Penh,Cambodia,FALSE
10/09/18,Kuwait,Iraq,2,2,Friendly,Al Farwaniyah,Kuwait,FALSE
10/09/18,Kyrgyzstan,Syria,2,1,Friendly,Bishkek,Kyrgyzstan,FALSE
10/09/18,Russia,Czech Republic,5,1,Friendly,Rostov-on-Don,Russia,FALSE
10/09/18,Saudi Arabia,Bolivia,2,2,Friendly,Riyadh,Saudi Arabia,FALSE
10/09/18,Haiti,Sint Maarten,13,0,CONCACAF Nations League qualification,Port-au-Prince,Haiti,FALSE
10/09/18,Curaçao,Grenada,10,0,CONCACAF Nations League qualification,Willemstad,Curaçao,FALSE
11/09/18,Iceland,Belgium,0,3,UEFA Nations League,Reykjavík,Iceland,FALSE
11/09/18,Spain,Croatia,6,0,UEFA Nations League,Elche,Spain,FALSE
11/09/18,Bosnia and Herzegovina,Austria,1,0,UEFA Nations League,Zenica,Bosnia and Herzegovina,FALSE
11/09/18,Hungary,Greece,2,1,UEFA Nations League,Budapest,Hungary,FALSE
11/09/18,Finland,Estonia,1,0,UEFA Nations League,Turku,Finland,FALSE
11/09/18,San Marino,Luxembourg,0,3,UEFA Nations League,Serravalle,San Marino,FALSE
11/09/18,Moldova,Belarus,0,0,UEFA Nations League,Chișinău,Moldova,FALSE
11/09/18,Colombia,Argentina,0,0,Friendly,East Rutherford,United States,TRUE
11/09/18,Ecuador,Guatemala,2,0,Friendly,Bridgeview,United States,TRUE
11/09/18,England,Switzerland,1,0,Friendly,London,England,FALSE
11/09/18,Gabon,Zambia,0,1,Friendly,Libreville,Gabon,FALSE
11/09/18,Indonesia,Mauritius,1,0,Friendly,Cikarang,Indonesia,FALSE
11/09/18,Japan,Costa Rica,3,0,Kirin Challenge Cup,Suita,Japan,FALSE
11/09/18,Jordan,Oman,0,0,Friendly,Amman,Jordan,FALSE
11/09/18,Kenya,Malawi,1,0,Friendly,Nairobi,Kenya,FALSE
11/09/18,South Korea,Chile,0,0,Friendly,Suwon,South Korea,FALSE
11/09/18,Laos,United Arab Emirates,0,3,Friendly,Llagostera,Laos,FALSE
11/09/18,Liberia,Nigeria,1,2,Friendly,Monrovia,Liberia,FALSE
11/09/18,Northern Ireland,Israel,3,0,Friendly,Belfast,Northern Ireland,FALSE
11/09/18,Panama,Venezuela,0,2,Friendly,Panama City,Panama,FALSE
11/09/18,Poland,Republic of Ireland,1,1,Friendly,Wrocław,Poland,FALSE
11/09/18,Qatar,Palestine,3,0,Friendly,Doha,Qatar,FALSE
11/09/18,Singapore,Fiji,2,0,Friendly,Bishan,Singapore,FALSE
11/09/18,United States,Mexico,1,0,Friendly,Nashville,United States,FALSE
11/09/18,Uzbekistan,Iran,0,1,Friendly,Tashkent,Uzbekistan,FALSE
11/09/18,Saint Martin,Guadeloupe,0,3,CONCACAF Nations League qualification,The Valley,Anguilla,TRUE
12/09/18,Brazil,El Salvador,5,0,Friendly,Landover,United States,TRUE
12/09/18,India,Pakistan,3,1,SAFF Cup,Dhaka,Bangladesh,TRUE
12/09/18,Nepal,Maldives,0,3,SAFF Cup,Dhaka,Bangladesh,TRUE
15/09/18,Maldives,India,2,1,SAFF Cup,Dhaka,Bangladesh,TRUE
30/09/18,Botswana,Namibia,1,0,Friendly,Gaborone,Botswana,FALSE
30/09/18,Saint Vincent and the Grenadines,Barbados,1,1,Friendly,Georgetown,Saint Vincent and the Grenadines,FALSE
10/10/18,Albania,Jordan,0,0,Friendly,Elbasan,Albania,FALSE
10/10/18,Indonesia,Myanmar,3,0,Friendly,Cikarang,Indonesia,FALSE
10/10/18,Italy,Ukraine,1,1,Friendly,Genoa,Italy,FALSE
10/10/18,Ethiopia,Kenya,0,0,African Cup of Nations qualification,Bahir Dar,Ethiopia,FALSE
10/10/18,Zambia,Guinea-Bissau,2,1,African Cup of Nations qualification,Lusaka,Zambia,FALSE
11/10/18,Poland,Portugal,2,3,UEFA Nations League,Chorzów,Poland,FALSE
11/10/18,Russia,Sweden,0,0,UEFA Nations League,Kaliningrad,Russia,FALSE
11/10/18,Israel,Scotland,2,1,UEFA Nations League,Haifa,Israel,FALSE
11/10/18,Montenegro,Serbia,0,2,UEFA Nations League,Podgorica,Montenegro,FALSE
11/10/18,Lithuania,Romania,1,2,UEFA Nations League,Vilnius,Lithuania,FALSE
11/10/18,Faroe Islands,Azerbaijan,0,3,UEFA Nations League,Tórshavn,Faroe Islands,FALSE
11/10/18,Kosovo,Malta,3,1,UEFA Nations League,Pristina,Kosovo,FALSE
11/10/18,Argentina,Iraq,4,0,Friendly,Riyadh,Saudi Arabia,TRUE
11/10/18,Bahrain,Syria,0,1,Friendly,East Riffa,Bahrain,FALSE
11/10/18,France,Iceland,2,2,Friendly,Guingamp,France,FALSE
11/10/18,Honduras,United Arab Emirates,1,1,Friendly,Barcelona,Spain,TRUE
11/10/18,Hong Kong,Thailand,0,1,Friendly,Hong Kong,Hong Kong,FALSE
11/10/18,Kuwait,Lebanon,1,0,Friendly,Kuwait City,Kuwait,FALSE
11/10/18,Mexico,Costa Rica,3,2,Friendly,San Nicolás de los Garza,Mexico,FALSE
11/10/18,Turkey,Bosnia and Herzegovina,0,0,Friendly,Rize,Turkey,FALSE
11/10/18,United States,Colombia,2,4,Friendly,Tampa,United States,FALSE
11/10/18,Wales,Spain,1,4,Friendly,Cardiff,Wales,FALSE
11/10/18,Congo,Liberia,3,1,African Cup of Nations qualification,Brazzaville,Congo,FALSE
11/10/18,French Guiana,Saint Vincent and the Grenadines,0,1,CONCACAF Nations League qualification,Cayenne,French Guiana,FALSE
12/10/18,Belgium,Switzerland,2,1,UEFA Nations League,Brussels,Belgium,FALSE
12/10/18,Croatia,England,0,0,UEFA Nations League,Rijeka,Croatia,FALSE
12/10/18,Austria,Northern Ireland,1,0,UEFA Nations League,Vienna,Austria,FALSE
12/10/18,Estonia,Finland,0,1,UEFA Nations League,Tallinn,Estonia,FALSE
12/10/18,Greece,Hungary,1,0,UEFA Nations League,Athens,Greece,FALSE
12/10/18,Belarus,Luxembourg,1,0,UEFA Nations League,Minsk,Belarus,FALSE
12/10/18,Moldova,San Marino,2,0,UEFA Nations League,Chișinău,Moldova,FALSE
12/10/18,Cambodia,Timor-Leste,2,2,Friendly,Phnom Penh,Cambodia,FALSE
12/10/18,Japan,Panama,3,0,Kirin Challenge Cup,Niigata,Japan,FALSE
12/10/18,South Korea,Uruguay,2,1,Friendly,Seoul,South Korea,FALSE
12/10/18,Peru,Chile,3,0,Friendly,Miami Gardens,United States,TRUE
12/10/18,Qatar,Ecuador,4,3,Friendly,Doha,Qatar,FALSE
12/10/18,Saudi Arabia,Brazil,0,2,Friendly,Riyadh,Saudi Arabia,FALSE
12/10/18,Singapore,Mongolia,2,0,Friendly,Bishan,Singapore,FALSE
12/10/18,Sri Lanka,Malaysia,1,4,Friendly,Colombo,Sri Lanka,FALSE
12/10/18,Cameroon,Malawi,1,0,African Cup of Nations qualification,Yaoundé,Cameroon,FALSE
12/10/18,Gabon,South Sudan,3,0,African Cup of Nations qualification,Libreville,Gabon,FALSE
